Huitzitzilingo,Hgo. 483 
Huitzuco,Gro. 727 
Huixquilucan,Mex. 55 
Huixtac,Gro. 762 
Huixtan,Chis. 967 
Huixtepec,Gro. 741 
Huixtla,Chis. 964 
Humango 2da. Seccion,Tab. 914 
Hunucma,Yuc. 988 
Ibarra,Mich. 393 
Idolos,Ver. 279 
Ignacio Allende (Santa Maria de la),Zac. 467 
Ignacio Allende,Chih. 636 
Ignacio Allende,Dgo. 676 
Ignacio Allende,Tab. 913 
Ignacio de la Llave,Ver. 285 
Ignacio Ramirez,Dgo. 676 
Ignacio Zaragoza (Colonia Ignac,Zac. 433 
Ignacio Zaragoza (Kilometro 80),Q.Roo 984 
Ignacio Zaragoza,Chih. 636 
Iguala,Gro. 733 
Igualapa,Gro. 741 
Ihuatzio,Mich. 434 
Illescas,S.L.P. 458 
Imuris,Son. 632 
Indaparapeo,Mich. 451 
Inde,Dgo. 649 
Independencia (Cologachi),Chih. 659 
Independencia,Chis. 992 
Independencia,Son. 653 
Infiernillo (Morelos de Infiernillo),Mich. 753 
Ingeniero Francisco Murguia (Km. 49),B.C. 658 
Ingeniero Luis B. Sanchez,Son. 653 
Ingenio Alvaro Obregon,Q.Roo 983 
Ingenio Benito Juarez,Tab. 937 
Ipazoltic,Jal. 385 
Iquinuapa,Tab. 914 
Iramuco,Gto. 417 
Irapuato,Gto. 462 
Iratzio,Mich. 443 
Irimbo,Mich. 786 
Isaac Arriaga (Santa Ana Mance,Mich. 438 
Isla Aguada,Camp. 982 
Isla de Cedros,B.C. 616 
Isla del Bosque,Sin. 695 
Isla Mujeres,Q.Roo 998 
Isla,Ver. 283 
Islas Agrarias Grupo B,B.C. 686 
Islita,Son. 653 
Iturbide,N.L. 821 
Ixcamilpa,Pue. 275 
Ixcapuzalco,Gro. 736 
Ixcateopan de Cuauhtemoc,Gro. 736 
Ixcatepec,Ver. 785 
Ixhuacan de los Reyes,Ver. 282 
Ixhuatan,Chis. 919 
Ixhuatlan de Madero,Ver. 746 
Ixhuatlan del Cafe,Ver. 273 
Ixhuatlan del Sureste,Ver. 921 
Ixil,Yuc. 991 
Ixmatlahuacan,Ver. 288 
Ixmiquilpan,Hgo. 759 
Ixpantepec Nieves,Oax. 953 
Ixtacomitan 3ra. Seccion,Tab. 993 
Ixtacomitan,Chis. 932 
Ixtaczoquitlan,Ver. 272 
Ixtahuiata (La Legua),Pue. 231 
Ixtapa de la Concepcion,Nay. 327 
Ixtapa Zihuatanejo,Gro. 755 
Ixtapa,Chis. 961 
Ixtapa,Jal. 322 
Ixtapaluca,Mex. 55 
Ixtapan de la Sal,Mex. 721 
Ixtapan del Oro,Mex. 726 
Ixtenco,Tlax. 247 
Ixtepec,Oax. 971 
Ixtepec,Pue. 233 
Ixtla,Gto. 413 
Ixtlahuaca de Villada,Mex. 723 
Ixtlahuaca,Mex. 712 
Ixtlahuacan de los Membrillos,Jal. 376 
Ixtlahuacan del Rio,Jal. 373 
Ixtlahuacan,Col. 313 
Ixtlan de Juarez,Oax. 951 
Ixtlan de los Hervores,Mich. 328 
Ixtlan del Rio,Nay. 324 
Ixtlilco El Grande,Mor. 769 
Izamal,Yuc. 988 
Iztacalco,D.F. 55 
Iztapalapa,D.F. 55 
Izucar de Matamoros,Pue. 243 
J Jesus Diaz Tzirio,Mich. 354 
Jacala,Hgo. 441 
Jacona de Plancarte,Mich. 351 
Jaguey Blanco,Hgo. 738 
Jaguey de Tellez (Estacion Tellez),Hgo. 743 
Jala,Nay. 324 
Jalacingo,Ver. 226 
Jalapa (Xalapa),Ver. 228 
Jalapa del Marque,Oax. 995 
Jalapa,B.C. 686 
Jalapa,Hgo. 745 
Jalapa,Tab. 932 
Jalapilla,Ver. 272 
Jalcocotan,Nay. 327 
Jalcomulco,Ver. 279 
Jalipa,Col. 314 
Jalostotitlan,Jal. 431 
Jalpa de Canovas,Gto. 476 
Jalpa de Mendez,Tab. 914 
Jalpa,Zac. 463 
Jalpan de Serra,Qro. 441 
Jalpilla,S.L.P. 489 
Jaltenango de la Paz,Chis. 992 
Jaltepec,Hgo. 775 
Jaltiche de Abajo,Ags. 495 
Jaltipan,Ver. 922 
Jaltocan,Hgo. 789 
Jaltomate,Ags. 449 
Jamapa,Ver. 285 
Jamay,Jal. 392 
Janambo,Mich. 438 
Janamuato,Mich. 438 
Janos,Chih. 636 
Jaracuaro,Mich. 434 
Jaral de Berrios,Gto. 428 
Jaral del Progreso,Gto. 411 
Jaral del Refugio (El Jaral),Gto. 417 
Jaripo,Mich. 353 
Jaumave,Tamps. 832 
Jecopaco,Son. 643 
Jerecuaro,Gto. 421 
Jesus Carranza (La Colorada),Chih. 656 
Jesus Carranza,Ver. 924 
Jesus del Monte (El Talayote),Gto. 476 
Jesus Maria Garza,Chis. 965 
Jesus Maria,Ags. 449 
Jesus Maria,Gto. 419 
Jesus Maria,Jal. 348 
Jicaltepec,Ver. 235 
Jilotepec,Mex. 761 
Jilotlan de los Dolores,Jal. 424 
Jilotzingo,Mex. 599 
Jimenez del Teul,Zac. 457 
Jimenez,Coah. 878 
Jiquilpan de Juarez,Mich. 353 
Jiquipilas,Chis. 968 
Jiquipilco El Viejo,Mex. 719 
Jiquipilco,Mex. 712 
Jitotol de Zaragoza,Chis. 919 
Jiutepec,Mor. 777 
Joachin,Ver. 274 
Joaquin Herrera (La Cueva),Qro. 442 
Joconoxtle (La Tuna),Jal. 392 
Jocotepec,Jal. 387 
Jocotitlan,Mex. 712 
Jofrito,Qro. 442 
Jojutla,Mor. 734 
Jolalpan,Pue. 275 
Jonacatepec,Mor. 735 
Jonotla,Pue. 233 
Jonuta,Tab. 913 
Joquicingo de Leon Guzman,Mex. 714 
Jorobas,Mex. 593 
Jose Cardel,Ver. 296 
Jose Esteban Coronado,Chih. 629 
Jose Guadalupe Aguilera (Santa Lucia),Dgo. 677 
Jose Guadalupe Rodriguez (Penuelas),Dgo. 676 
Jose Maria Morelos (Chinacates),Dgo. 674 
Jose Maria Morelos (Poza Verde),Oax. 954 
Jose Maria Morelos (Pozo de los,Zac. 496 
Jose Maria Morelos (San Jose de Gracia),Zac. 457 
Jose Maria Morelos (San Jose),Hgo. 748 
Jose Maria Morelos y Pavon (El,Tab. 933 
Jose Maria Morelos y Pavon,Son. 622 
Jose Maria Morelos,Chis. 963 
Jose Maria Morelos,Jal. 322 
Jose Maria Morelos,Q.Roo 997 
Jose Maria Pino Suarez (La Colo,Zac. 496 
Jose Maria Pino Suarez 1ra. Se,Tab. 933 
Jose Maria Pino Suarez,Dgo. 618 
Jose Maria Pino Suarez,Pue. 238 
Jose Refugio Salcido,Dgo. 618 
Jose Santos Banuelos (Banuelos,Zac. 433 
Josefino de Allende,Jal. 348 
Juan Aldama (El Tigre),Sin. 697 
Juan Aldama,Zac. 498 
Juan del Grijalva,Chis. 961 
Juan Diaz Covarrubias,Ver. 294 
Juan Escutia (Borbollon),Nay. 327 
Juan Eugenio,Coah. 871 
Juan Jacobo Torres (Bodega de,Ver. 294 
Juan Jose Rios,Sin. 687 
Juan Lucas,Gto. 411 
Juan Martin,Gto. 461 
Juan Mata Ortiz (Pearson),Chih. 636 
Juan Morales,Mor. 735 
Juan Sabines,Chis. 963 
Juanacatlan,Jal. 343 
Juanita,Ver. 924 
Juarez,Coah. 861 
Juarez,Chis. 932 
Juarez,N.L. 81 
Jucatacato,Mich. 452 
Juchipila,Zac. 467 
Juchique de Ferrer,Ver. 279 
Juchitan,Gro. 741 
Juchitan,Oax. 971 
Juchitepec,Mex. 597 
Juchitlan,Jal. 349 
Julian Grajales,Chis. 961 
Julimes,Chih. 621 
Jumiltepec,Mor. 731 
Jungapeo,Mich. 715 
Juriquilla,Qro. 442 
Juventino Rosas,Gto. 412 
Kanasin,Yuc. 999 
Kantunil,Yuc. 988 
Kantunilkin,Q.Roo 984 
Kaua,Yuc. 985 
Kilometro 21 (El Veintiuno),Gro. 744 
Kilometro 30,Gro. 744 
Kilometro Noventa y Nueve,Chih. 639 
Kimbila,Yuc. 988 
Kinchil,Yuc. 988 
Komchen,Yuc. 999 
La "D",Qro. 448 
La Aldea,Gto. 472 
La Antigua,Ver. 296 
La Ascencion Huitzcolotepec,Tlax. 241 
La Ascension,Chih. 636 
La Ascension,N.L. 826 
La Atarjea,Gto. 469 
La Azozuca,Gro. 745 
La Azteca,Chis. 966 
La Barca,Jal. 393 
La Barranca,Gto. 445 
La Barranca,Mich. 438 
La Boquilla del Conchos,Chih. 648 
La Boquita,Nay. 319 
La Brecha,Sin. 687 
La Bufadora,B.C. 646 
La Caja,Gto. 462 
La Cal Grande,Gto. 469 
La Calera (El Canario),Gto. 411 
La Calera (Nacimientos),Mich. 438 
La Calera,Gto. 462 
La Calera,Jal. 33 
La Calzada de la Merced,Gto. 432 
La Calle,Gto. 469 
La Camelia (Palo Blanco),Ver. 765 
La Candelaria,Chis. 967 
La Canada (Barrio La Canada),Mex. 593 
La Canada,Mich. 454 
La Canada,Qro. 442 
La Capilla,Hgo. 789 
La Capilla,Ver. 278 
La Caridad (Fraccion G),Son. 634 
La Carreta Dos,Tamps. 841 
La Cerquilla,Ver. 924 
La Ciudad,Dgo. 675 
La Colonia (Estacion Colonias),Tamps. 836 
La Compania,Gto. 456 
La Concepcion,Jal. 345 
La Concepcion,Ver. 228 
La Concepcion,Ver. 746 
La Concepcion,Zac. 496 
La Concordia (Rosita),Coah. 872 
La Concha,Sin. 695 
La Constancia,Dgo. 675 
La Cruz de Loreto,Jal. 322 
La Cruz,Chih. 648 
La Cruz,Hgo. 763 
La Cruz,Sin. 696 
La Cuestita,Mich. 383 
La Cuevita,Gto. 413 
La Chinantla (Poblado Diez),Ver. 922 
La Choya,Son. 638 
La Defensa,Ver. 235 
La Desembocada,Jal. 322 
La Encarnacion,Gto. 417 
La Escondida,Gto. 428 
La Escondida,Mich. 436 
La Escondida,Zac. 492 
La Esmeralda,Oax. 994 
La Esperanza,Coah. 871 
La Esperanza,Mex. 588 
La Esperanza,Mich. 383 
La Estacada,Qro. 442 
La Estancia de Ayones,Jal. 386 
La Estancia de San Jose del Carmen,Gto 466 
La Estancia del Refugio,Gto. 469 
La Estancia,Hgo. 772 
La Estancia,Qro. 427 
La Estancia,Zac. 346 
La Estanzuela,Hgo. 771 
La Estanzuela,Mich. 328 
La Estrella,Jal. 312 
La Estrella,Zac. 496 
La Excusa,Mich. 438 
La Flor de Mayo y La Barca,Coah. 871 
La Frontera,Jal. 343 
La Fuente,Qro. 414 
La Galarza,Pue. 243 
La Garita,Jal. 358 
La Gloria,Ver. 282 
La Goleta,Mich. 451 
La Goma,Dgo. 871 
La Gotera,Qro. 442 
La Granja,Ver. 288 
La Griega,Qro. 442 
La Guadalupe,Ver. 746 
La Higuera,Jal. 312 
La Hincada,S.L.P. 486 
La Horqueta (Poblado Doce),Ver. 922 
La Huacana,Mich. 425 
La Huerta,Jal. 357 
La Independencia,Chis. 963 
La Joya de Calvillo,Gto. 429 
La Joya,Dgo. 675 
La Joya,Mor. 777 
La Joya,Ver. 228 
La Labor,Ags. 495 
La Labor,Nay. 327 
La Ladera,Mich. 351 
La Laguna (Poblado Seis),Ver. 924 
La Laguna y Monte del Castillo,Ver. 285 
La Laguneta,Mich. 354 
La Lagunilla,Hgo. 775 
La Lagunita,Qro. 441 
La Laja,Jal. 388 
La Libertad ((Mpio. Suchiate),Chis. 962 
La Libertad (Mpio. La Libertad),Chis. 934 
La Libertad,Ver. 235 
La Lobena,Zac. 496 
La Lobera (El Rinon),Gto. 429 
La Loma Julian Villagran,Hgo. 759 
La Loma,Mex. 718 
La Loma,Qro. 442 
La Loma,S.L.P. 444 
La Luz (Mpio. Pajacuaran),Mich. 328 
La Luz (Mpio. Penjamillo),Mich. 359 
La Luz Mineral de la Luz,Gto. 473 
La Luz,Coah. 871 
La Luz,Gto 466 
La Luz,Zac. 492 
La Magdalena Contreras,D.F. 55 
La Magdalena Tetela Morelos (La Magdalena),Pue. 223 
La Magdalena Yancuitlalpan,Pue. 244 
La Magdalena,Chih. 649 
La Magdalena,Mich. 353 
La Mantequilla,S.L.P. 444 
La Manzanilla de la Paz,Jal. 372 
La Manzanilla,Jal. 315 
La Mesa (El Fresnito),Jal. 341 
La Mira,Mich. 753 
La Mocha,Gto. 411 
La Monja,Qro. 442 
La Noria Hidalgo,Pue. 275 
La Noria,Mich. 328 
La Noria,Qro. 448 
La Norita,Gto. 413 
La Nortena,Chih. 652 
La Nueva Esperanza,Gto. 429 
La Nueva Victoria,Ver. 294 
La Ordena,Gto. 464 
La Palma (La Palma de Jesus),Mich. 353 
La Palma (Las Palmas),Mich. 443 
La Palma,Gto. 464 
La Palmilla,Ver. 225 
La Palmita (La Palmita de San G,Gto. 461 
La Panadera,Ags. 495 
La Parota,Mich. 453 
La Partida,Coah. 871 
La Paz de Ordaz,Jal. 393 
La Paz,B.C.S. 612 
La Paz,Coah. 871 
La Paz,Chih. 625 
La Paz,Jal. 496 
La Paz,S.L.P. 488 
La Penita de Jaltemba,Nay. 327 
La Penuela,Qro. 419 
La Perla,Chih. 648 
La Pesca,Tamps. 835 
La Piedad (San Miguel Colorado),Qro. 442 
La Piedad,Mich. 352 
La Pinta,Chih. 652 
La Placita de Morelos,Mich. 313 
La Plaza de Fco. J. Mugica (Plaza del Limon),Mich. 328 
La Popular,Dgo. 871 
La Preciosita,Pue. 248 
La Presa de Uribe,Gto. 429 
La Presa,Nay. 323 
La Presa,Tamps. 834 
La Primavera,Jal. 33 
La Providencia,Gro. 744 
La Providencia,Hgo. 771 
La Puerta de santiago,Mex. 721 
La Punta,Ags. 458 
La Purisima,Dgo. 674 
La Purisima,Jal. 391 
La Quemada,Gto. 466 
La Quemada,Gto. 428 
La Quemada,Jal. 386 
La Reforma,Oax. 954 
La Reforma,S.L.P. 487 
La Reforma,Sin. 697 
La Reforma,Ver. 279 
La Ribera,B.C.S. 624 
La Sardina,Gto. 432 
La Sauceda,Gto. 418 
La Sauceda,Mich. 351 
La Soledad Salinas,Oax. 995 
La Soledad,Dgo. 677 
La Soledad,Gto. 462 
La Soledad,Tamps. 899 
La Talega,Gto. 415 
La Tesorera (Bajio de la Tesore,Zac. 458 
La Tijera,Jal. 33 
La Tinaja,Gto. 464 
La Tinaja,Ver. 278 
La Trinidad,Jal. 348 
La Trinidad,Pue. 244 
La Trinidad,Sin. 687 
La Trinitaria,Chis. 963 
La Unidad Huitzizilapan,Mex. 728 
La Union (Km 31),Ver. 784 
La Union,Gro. 755 
La Valla,Qro. 427 
La Venta (Rancho La Venta),Pue. 244 
La Venta de Ajuchitlancito,Qro. 448 
La Venta del Astillero,Jal. 33 
La Venta,Oax. 971 
La Venta,Tab. 923 
La Ventosa,Oax. 971 
La Victoria,Ver. 294 
La Victoria,Zac. 496 
La Vigueta,Ver. 232 
La Yerbabuena,Mich. 471 
Labor de Peralta,Gto. 429 
Labor de Valtierra,Gto. 464 
Lagartera 1ra. Seccion (Contitu,Tab. 993 
Lagos de Moreno,Jal. 474 
Laguna Chica (Pueblo Nuevo),Ver. 278 
Laguna de Labradores,N.L. 826 
Laguna de San Vicente,S.L.P. 485 
Laguna del Mante,S.L.P. 481 
Laguna del Rey (Del Rey,Coah. 872 
Laguna Grande,Zac. 457 
Laguna Larga de Cortes,Gto. 469 
Laguna Larga,Gto. 462 
Lagunas,Oax. 972 
Lagunillas (Mpio. Leon),Gto. 477 
Lagunillas de Rayon (Alchichica),Pue. 243 
Lagunillas,Gro. 755 
Lagunillas,Gto. 469 
Lagunillas,Mich. 434 
Lamadrid,Coah. 869 
Lampazos,N.L. 873 
Landa,Qro. 441 
Las Barrillas,Ver. 921 
Las Brisas (Emiliano Zapata),Sin. 687 
Las Cabanas,Mex. 55 
Las Canadas (Bosques de San Isidro),Jal. 33 
Las Canas,Gto. 462 
Las Carolinas (poblado nueve),Ver. 922 
Las Cieneguitas,Mich. 356 
Las Coloradas,Yuc. 986 
Las Cruces,Gro. 745 
Las Cruces,Jal. 373 
Las Cucharas,Ver. 846 
Las Choapas,Ver. 923 
Las Esperanzas (El Ranchito),Zac. 498 
Las Esperanzas,Coah. 864 
Las Fuentes,Mich. 328 
Las Garzas,Chis. 917 
Las Glorias,Sin. 687 
Las Grullas Margen Izquierdo,Sin. 668 
Las Grutas,Mich. 786 
Las Guacamayas,Mich. 753 
Las Haras Lucero,Pue. 222 
Las Hilamas (El Piedrero),Gto. 477 
Las Jarretaderas,Nay. 322 
Las Jicamas,Gto. 462 
Las Juntas y los Veranos,Jal. 322 
Las Lagunillas,Jal. 317 
Las Lagunitas,B.C.S. 624 
Las Lajas,Zac. 458 
Las Liebres,Gto. 432 
Las Lomas de Tacamichapan,Ver. 922 
Las Margaritas,Chis. 963 
Las Masas (La Luz Masas),Gto. 429 
Las Mercedes,Dgo. 671 
Las Mesas,Gro. 745 
Las Navajas,Jal. 384 
Las Nieves,Dgo. 649 
Las Palmas de Arriba,Jal. 322 
Las Palmas,S.L.P. 489 
Las Paredes,Jal. 317 
Las Penitas (Penas, Penitas),Nay. 319 
Las Petaquillas,Gro. 747 
Las Pintas,Jal. 33 
Las Plazas,Hgo. 779 
Las Ranas,Mich. 438 
Las Taponas,Qro. 448 
Las Trancas,Ver. 228 
Las Trojes,Jal. 387 
Las Trojes,Mich. 455 
Las Varas,Chih. 639 
Las Varas,Nay. 327 
Las Vigas,Gro. 745 
Las Virginias,Chih. 636 
Las Yerbitas (Aserradero Yerbit,Chih. 649 
Las Zarquillas,Mich. 383 
Lazaro Cardenas (El Empalme),Mor. 735 
Lazaro Cardenas (Mp.Cuauhtemoc),Chih. 625 
Lazaro Cardenas (Mpio Meoqui),Chih. 639 
Lazaro Cardenas (Remedios),Hgo. 759 
Lazaro Cardenas (Valle de la Trinidad),B.C. 646 
Lazaro Cardenas 1ra. Seccion,Tab. 993 
Lazaro Cardenas,Chis. 968 
Lazaro Cardenas,Hgo. 748 
Lazaro Cardenas,Tlax. 241 
Lazaro Cardenas,Ver. 846 
Leon Fonseca Estacion Verdura),Sin. 687 
Leon,Gto. 477 
Leona Vicario,Q.Roo 998 
Lequeitio,Coah. 872 
Lerdo de Tejada,Ver. 284 
Lerma,Mex. 728 
Ley Federal de Reforma Agraria,Camp. 982 
Libertad (Col. Palmitas),Tab. 914 
Libertad 1ra. Seccion (El Chive,Tab. 933 
Libres,Pue. 276 
Lic. Adolfo Lopez Mateos,Chih. 635 
Limon de los Ramos,Sin. 667 
Limones,Q.Roo 983 
Limones,Ver. 279 
Linares,N.L. 821 
Linda Vista,Ver. 283 
Lo Arado,Jal. 357 
Lo de Juarez,Gto. 462 
Lo de Marcos,Nay. 327 
Lobatos,Zac. 457 
Loma Alta (Loma Alta de Gomez Farias),Tamps. 832 
Loma Alta Taxhimay,Mex. 588 
Loma Alta,Mex. 588 
Loma Alta,Pue. 797 
Loma Angosta,Ver. 278 
Loma Blanca,Chih. 656 
Loma Bonita,Jal. 33 
Loma Bonita,Oax. 281 
Loma Bonita,Ver. 235 
Loma de Juarez,Mex. 726 
Loma de la Esperanza,Gto. 429 
Loma de San Luis Mextepec,Mex. 722 
Loma de San Rafael,Gto. 476 
Loma de Zempoala,Gto. 411 
Loma del Rio,Mex. 55 
Loma Grande,Ver. 272 
Loma Linda,Qro. 427 
Loma Pelada,Gto. 464 
Lomas de Arena,Ver. 766 
Lomas de Barrillas,Ver. 921 
Lomas del Real,Tamps. 833 
Lombardo de Caso,Oax. 283 
Lomitas,Tab. 914 
Lopez Rayon,Tamps. 836 
Lor Organos (Los Organos de Aba,Gto. 417 
Loreto (Teresa),Gto. 417 
Loreto,B.C.S. 613 
Loreto,Zac. 496 
Los Abanicos (El Abanico),Son. 634 
Los Achotes,Gro. 755 
Los Aldamas,N.L. 892 
Los Altos,Ver. 282 
Los Angeles Tetela,Pue. 222 
Los Angeles,Dgo. 675 
Los Arana,Mex. 588 
Los Ayala,N.L. 81 
Los Aztecas,Tamps. 831 
Los Azulitos,Jal. 474 
Los Campos,Jal. 496 
Los Canos,Ags. 449 
Los Cides,Hgo. 791 
Los Colorados de Abajo,N.L. 824 
Los Comales,Tamps. 891 
Los Corrales (Corrales),Zac. 433 
Los Cues,Qro. 448 
Los Charcos,Mich. 356 
Los Fierros,Gto. 466 
Los Frailes,Gto. 415 
Los Globos,Son. 634 
Los Guajes (San Jose de los Gua,Jal. 349 
Los Guajes,Mich. 352 
Los Guerra,Tamps. 897 
Los Guerrero,Jal. 385 
Los Haro,Zac. 494 
Los Herrera,Dgo. 674 
Los Herreras,N.L. 823 
Los Hornos,Son. 644 
Los Hucuares,Mich. 383 
Los Limones,Mich. 354 
Los Lorenzos,Gto. 473 
Los Marquez,Zac. 498 
Los Mochis,Sin. 668 
Los Mogotes,Gro. 744 
Los Molinos (San Jose),Ver. 282 
Los Moreno,S.L.P. 444 
Los Negritos,Ags. 449 
Los nogales,Mich. 355 
Los Ocotes,Gto. 469 
Los Ortices,Col. 312 
Los Otates,Gto. 429 
Los Palillos,Mich. 354 
Los Pilares,Mich. 328 
Los Pocitos,Jal. 375 
Los Pozos,Sin. 694 
Los Prietos (El Cajon),Gto. 464 
Los Ramirez,Gto. 477 
Los Ramones,N.L. 823 
Los Remedios,Hgo. 759 
Los Reyes Acaquilpan,Mex. 55 
Los Reyes Acozac,Mex. 596 
Los Reyes de Juarez,Pue. 249 
Los Reyes,Mich. 354 
Los Robles,Ver. 285 
Los Rodriguez,Gto. 415 
Los Rodriguez,Gto. 472 
Los Sauces,Gro. 736 
Los Sauces,Gto. 477 
Los Tecomates (Piedra Pesada),Jal. 357 
Los Tepames,Col. 312 
Los Tigres (San Marcos),Ver. 283 
Los Volcanes,Jal. 388 
Loza de los Padres (La Loza),Gto. 477 
Luces del Mar,Gro. 744 
Luchana,Coah. 872 
Luis Gil Perez,Tab. 993 
Luis Moya (San Isidro),Dgo. 676 
Luis Moya,Zac. 458 
Luvianos,Mex. 724 
LLanitos de Santa Ana,Gto. 473 
Llano Enmedio,Ver. 746 
Llano Grande,Dgo. 618 
Llano Grande,Gro. 745 
Llano Grande,Gto. 466 
Llano Largo,Hgo. 761 
Llera de Canales,Tamps. 832 
Maconi,Qro. 441 
Macultepec-Ocuiltzapotlan,Tab. 993 
Macuspana,Tab. 936 
Madrid,Col. 313 
Magallanes,Gto. 469 
Magdalena Chichicaspa,Mex. 55 
Magdalena de Araceo,Gto. 456 
Magdalena de Kino,Son. 632 
Magdalena Teitipac,Oax. 951 
Magdalena Tequisistlan,Oax. 995 
Magdalena,Jal. 386 
Maguey,Gto. 476 
Magueyes,Tamps. 835 
Mahahual,Q. Roo 983 
Mahuixtlan,Ver. 228 
Maldonado,Gro. 741 
Malinalco,Mex. 714 
Malpaso,Ags. 495 
Malpaso,Zac. 499 
Maltrata,Ver. 272 
Mama,Yuc. 997 
Manalisco,Jal. 344 
Manantiales,Ver. 232 
Mancera,Mich. 438 
Mancuernas,Oax. 954 
Mandinga y Matoza,Ver. 297 
Maneadero,B.C. 646 
Mani,Yuc. 997 
Manlio Fabio Altamirano,Ver. 285 
Manuel Avila Camacho,Chis. 965 
Manuel Benavides,Chih. 626 
Manuel M. Dieguez,Jal. 354 
Manuel Ojinaga,Chih. 626 
Manuel Villalongin,Mich. 438 
Manzanillo,Col. 314 
Mapastepec,Chis. 918 
Mapimi,Dgo. 872 
Maravatio del Encinal,Gto. 466 
Maravatio,Mich. 447 
Maravillas,Hgo. 761 
Maravillas,Zac. 496 
Marcelino Rodriguez (San Ignacio),Mor. 769 
Marena Cove,B.C. 661 
Marfil,Gto. 473 
Margaritas,Jal. 391 
Mariano Escobedo (San Lorenzo),Mich. 455 
Mariano Matamoros,Chih. 628 
Marin,N.L. 825 
Mario Souza,Tamps. 894 
Maripa,Sin. 687 
Mariscala de Juarez,Oax. 953 
Marmol de Salcido (Marmol),Sin. 687 
Marmol de salcido (Marmol),Sin. 669 
Marquelia,Gro. 741 
Marroquin,Gto. 413 
Marte R. Gomez (Tobarito),Son. 644 
Martinez de la Torre,Ver. 232 
Martinez Dominguez,Zac. 492 
Martiniano Hernandez (San Jose Xilotzingo),Pue. 222 
Martires de Tacubaya,Oax. 954 
Mascota,Jal. 388 
Masiaca,Son. 642 
Mata Loma,Ver. 285 
Mata Tenatito (Casco Hacienda),Ver. 278 
Matachic,Chih. 659 
Matamoros,Coah. 871 
Matamoros,Tamps. 868 
Matancillas,Jal. 496 
Matanzas,Jal. 474 
Matatlan,Jal. 373 
Matehuala,S.L.P. 488 
Matias Romero,Oax. 972 
Matlapa,S.L.P. 483 
Maxcanu,Yuc. 997 
Maxela,Gro. 733 
Mayanalan,Gro. 733 
Mayran,Coah. 872 
Mazamitla,Jal. 382 
Mazapa de Madero,Chis. 962 
Mazapil,Zac. 842 
Mazaquiahuac,Tlax. 241 
Mazatan,Chis. 964 
Mazatan,Son. 623 
Mazatecochco,Tlax. 222 
Mazatepec,Pue. 233 
Mazatlan,Gro. 747 
Mazatlan,Sin. 669 
Mazumiapan,Ver. 294 
Mecapalapa,Pue. 746 
Mecatan,Nay. 327 
Mecatlan,Ver. 784 
Mecayapan,Ver. 924 
Mechoacanejo,Jal. 346 
Medellin de Bravo,Ver. 285 
Medias Aguas,Ver. 924 
Medina,Gto. 477 
Melchor Ocampo (El Salto),Hgo. 773 
Melchor Ocampo (Paso de Tierra,Mich. 786 
Melchor Ocampo,Camp. 981 
Melchor Ocampo,Mex. 55 
Melchor Ocampo,N.L. 892 
Melchor Ocampo,Ver. 784 
Merida,B.C. 658 
Merida,Yuc. 999 
Mesa de Guadalupe,Ver. 279 
Mesa del Huracan (Chihuahuita),Chih. 652 
Mesa San Rafael,Chih. 649 
Mesillas,Ags. 465 
Meson de los Sauces,Jal. 475 
Mesones Hidalgo San Jose,Oax. 953 
Metapa de Dominguez,Chis. 962 
Metepec,Hgo. 774 
Metepec,Mex. 722 
Metlaltoyuca,Pue. 746 
Metztitlan,Hgo. 774 
Mexcaltitlan,Nay. 323 
Mexicali,B.C. 686 
Mexicaltzingo,Mex. 722 
Mexquitic de Carmona,S.L.P. 444 
Mexticacan,Jal. 344 
Mezcala (Mp.Tepatitlan de Morelo),Jal 378 
Mezcala de los Romeros,Jal. 376 
Mezcala,Gro. 733 
Mezcales,Nay. 329 
Mezquital del Oro,Zac. 467 
Mezquitan,Jal. 317 
Mezquite Alto,Sin. 687 
Mezquite Gordo,Gto 432 
Mezquitic de la Magdalena,Jal. 395 
Mezquitic,Jal. 457 
Mezquititlan,Hgo. 774 
Miacatlan,Mor. 737 
Miahuatlan,Oax. 951 
Michapa,Mor. 751 
Michoacan de Ocampo,B.C. 686 
Mieleras,Coah. 671 
Mier y Noriega,N.L. 488 
Miguel Aeman Valdes,Ver. 784 
Miguel Ahumada,Chih. 656 
Miguel Auza,Zac. 433 
Miguel Hidalgo (Hidalgo),Zac. 493 
Miguel Hidalgo 2da. Seccion,Tab. 937 
Miguel Hidalgo,D.F. 55 
Miguel Hidalgo,Tab. 933 
Miguel Negrete (El Toboso),Dgo. 677 
Milpas Viejas,Nay. 389 
Milpillas de Allende,Zac. 467 
Milpillas de la Sierra,Zac. 457 
Mina Mexico,Mex. 725 
Mina,N.L. 829 
Minas de Barroteran,Coah. 864 
Minas la Florida (La Florida),Coah. 864 
Minatitlan,Col. 314 
Minatitlan,Ver. 922 
Mineral de San Pedro Pozos (Mineral de Pozos),Gto. 442 
Mineral del Monte,Hgo. 771 
Minzapan,Ver. 924 
Miquihuana,Tamps. 832 
Miraflores,B.C.S. 624 
Mirandillas,Jal. 347 
Misantla,Ver. 235 
Mision,B.C. 646 
Mismaloya,Jal. 322 
Mismaloya,Jal. 376 
Mitla,Oax. 951 
Mixquiahuala,Hgo. 738 
Mixtlan,Jal. 388 
